filename,title,bpm,valence,arousal,mood_happy,mood_sad,mood_aggressive,mood_relaxed,mood_party,danceability,emotion
Mac DeMarco ⧸⧸ One Another (Official Video).mp3,Mac DeMarco ⧸⧸ One Another (Official Video),144.55856323242188,4.3184,5.1999,0.4444,0.9018,0.0316,0.9468,0.0301,0.6944,sad
Mac DeMarco ⧸⧸ This Old Dog (Official Video).mp3,Mac DeMarco ⧸⧸ This Old Dog (Official Video),95.703125,4.1945,4.5773,0.2477,0.9905,0.003,0.9927,0.001,0.5551,sad
Mac Miller - Self Care.mp3,Mac Miller - Self Care,97.9709701538086,4.6205,4.8802,0.0991,0.4215,0.0565,0.6665,0.2877,0.9109,focused
Madison Beer - bittersweet (Official Music Video).mp3,Madison Beer - bittersweet (Official Music Video),76.5625,5.3696,5.4451,0.4475,0.4285,0.0858,0.5838,0.1604,0.8057,focused
Madison Beer - yes baby (Official Music Video).mp3,Madison Beer - yes baby (Official Music Video),92.28515625,6.4336,4.6958,0.1789,0.0197,0.6488,0.2096,0.751,0.9286,triumphant
Major Lazer & DJ Snake - Lean On (feat. MØ) [Official 4K Music Video].mp3,Major Lazer & DJ Snake - Lean On (feat. MØ) [Official 4K Music Video],135.11029052734375,5.9866,5.6505,0.3518,0.2459,0.2086,0.2422,0.7727,0.9621,triumphant
Major Lazer – Light it Up (feat. Nyla & Fuse ODG) (Remix) [Official 4K Music Video].mp3,Major Lazer – Light it Up (feat. Nyla & Fuse ODG) (Remix) [Official 4K Music Video],148.71852111816406,6.4643,6.0453,0.826,0.0489,0.354,0.0434,0.9259,0.967,party
"Maluma, Carin Leon - Según Quién (Official Video).mp3","Maluma, Carin Leon - Según Quién (Official Video)",93.96306610107422,5.8786,6.2397,0.7911,0.2595,0.0044,0.2202,0.5897,0.9309,romantic_passionate
Maple Syrup.mp3,Maple Syrup,101.3327178955078,4.7946,5.4205,0.4115,0.4951,0.006,0.8718,0.0945,0.8667,focused
Mar-cia.mp3,Mar-cia,134.2329559326172,5.2654,4.9162,0.0004,0.9803,0.0,0.9999,0.0062,0.0013,sad
Mariah Carey - We Belong Together (Official Music Video).mp3,Mariah Carey - We Belong Together (Official Music Video),96.59754943847656,5.3951,5.7657,0.2131,0.6682,0.0063,0.3709,0.7375,0.9494,triumphant
"Mariah Carey, Boyz II Men - One Sweet Day (Official Video).mp3","Mariah Carey, Boyz II Men - One Sweet Day (Official Video)",88.34134674072266,5.1662,5.1719,0.0633,0.9514,0.0057,0.9089,0.434,0.63,sad
Mariah the Scientist - Burning Blue (Official Music Video).mp3,Mariah the Scientist - Burning Blue (Official Music Video),82.6875,5.3656,5.0112,0.5939,0.46,0.0743,0.4605,0.2922,0.8334,romantic_passionate
Mark Ronson - Nothing Breaks Like a Heart (Official Video) ft. Miley Cyrus.mp3,Mark Ronson - Nothing Breaks Like a Heart (Official Video) ft. Miley Cyrus,78.90028381347656,5.8551,5.5131,0.5682,0.1451,0.2042,0.2998,0.5671,0.9193,romantic_passionate
Mark Ronson - Uptown Funk (Official Video) ft. Bruno Mars.mp3,Mark Ronson - Uptown Funk (Official Video) ft. Bruno Mars,79.50720977783203,6.7811,6.3621,0.8891,0.0284,0.4708,0.007,0.9882,0.9994,party
Maroon 5 - Girls Like You ft. Cardi B (Official Music Video).mp3,Maroon 5 - Girls Like You ft. Cardi B (Official Music Video),86.1328125,5.4149,5.5902,0.544,0.365,0.0744,0.4624,0.4413,0.8999,romantic_passionate
Maroon 5 - Memories (Official Video).mp3,Maroon 5 - Memories (Official Video),125.28408813476562,4.5307,4.5869,0.3883,0.8757,0.0287,0.9363,0.0229,0.6651,sad
Maroon 5 - Payphone ft. Wiz Khalifa (Explicit) (Official Music Video).mp3,Maroon 5 - Payphone ft. Wiz Khalifa (Explicit) (Official Music Video),75.99954223632812,5.3912,5.4246,0.4261,0.3029,0.2092,0.4687,0.5931,0.7504,triumphant
Maroon 5 - Sugar (Official Music Video).mp3,Maroon 5 - Sugar (Official Music Video),82.6875,6.0277,5.3113,0.6638,0.1728,0.4921,0.1796,0.542,0.8675,hopeful
Marshmello - Alone (Official Music Video).mp3,Marshmello - Alone (Official Music Video),97.50884246826172,6.9781,5.2195,0.6305,0.0043,0.6754,0.1334,0.8178,0.945,triumphant
Marshmello ft. Bastille - Happier (Official Music Video).mp3,Marshmello ft. Bastille - Happier (Official Music Video),137.8125,5.5484,4.9523,0.5411,0.4766,0.1189,0.2726,0.6606,0.8783,triumphant
"Marshmello, P!NK, Sting - Dreaming (Official Audio).mp3","Marshmello, P!NK, Sting - Dreaming (Official Audio)",86.1328125,5.4663,5.8003,0.6437,0.3738,0.1935,0.3008,0.5103,0.8656,romantic_passionate
"Marshmello, venbee - No Man's Land (Official Lyric Video).mp3","Marshmello, venbee - No Man's Land (Official Lyric Video)",115.48533630371094,5.6433,5.406,0.4452,0.3059,0.0731,0.3076,0.5544,0.875,triumphant
Martin Garrix & Bebe Rexha - In The Name Of Love (Official Video).mp3,Martin Garrix & Bebe Rexha - In The Name Of Love (Official Video),92.28515625,5.7049,5.4544,0.2888,0.5568,0.0633,0.4154,0.5599,0.9129,triumphant
Martin Garrix - Animals (Official Video).mp3,Martin Garrix - Animals (Official Video),88.34134674072266,6.0478,4.9095,0.1401,0.0121,0.8432,0.1102,0.8821,0.9797,triumphant
Masked Wolf - Astronaut In The Ocean (Official Music Video).mp3,Masked Wolf - Astronaut In The Ocean (Official Music Video),103.359375,4.6921,5.0427,0.3338,0.12,0.4944,0.209,0.7586,0.8977,triumphant
Master of Puppets (Remastered).mp3,Master of Puppets (Remastered),144.55856323242188,5.7605,5.2687,0.0574,0.103,0.9546,0.0444,0.06,0.4877,anxious
"Mazzy Star ＂Quiet, The Winter Harbor＂.mp3","Mazzy Star ＂Quiet, The Winter Harbor＂",136.89984130859375,3.6974,3.4969,0.0152,0.9556,0.0825,0.9947,0.0001,0.0727,melancholic
Medistation - I Never Knew (Official Video).mp3,Medistation - I Never Knew (Official Video),70.3125,5.241,4.2361,0.4012,0.5268,0.0898,0.4755,0.0278,0.7544,sad
Medistation - Pool Of Blood ft Jake Garcia (Official Video).mp3,Medistation - Pool Of Blood ft Jake Garcia (Official Video),73.04549407958984,5.6738,4.7694,0.4001,0.0803,0.5137,0.1663,0.0994,0.8425,anxious
Meghan Trainor - Title (Official Music Video).mp3,Meghan Trainor - Title (Official Music Video),123.78368377685548,6.3311,6.2271,0.8966,0.1487,0.0467,0.0769,0.8437,0.9927,hopeful
Melanie Martinez - POSSESSION (Official Audio).mp3,Melanie Martinez - POSSESSION (Official Audio),117.4538345336914,6.579,4.9963,0.8417,0.1075,0.169,0.1226,0.4501,0.9415,romantic_tender
Michael Jackson - Earth Song (Official Video).mp3,Michael Jackson - Earth Song (Official Video),95.703125,4.9939,4.5619,0.4504,0.491,0.0504,0.663,0.355,0.7156,focused
Michael Patrick Kelly - Traces (Official Lyric Video).mp3,Michael Patrick Kelly - Traces (Official Lyric Video),88.34134674072266,6.0239,5.6654,0.8405,0.3233,0.1461,0.257,0.0469,0.8455,hopeful
Mick Gordon - 11. BFG Division.mp3,Mick Gordon - 11. BFG Division,106.5560531616211,5.9702,3.7592,0.0085,0.0068,0.7029,0.4436,0.5906,0.9057,anxious
Midnight Blue (Remastered 1999⧸Rudy Van Gelder Edition).mp3,Midnight Blue (Remastered 1999⧸Rudy Van Gelder Edition),103.359375,5.5333,5.0945,0.2516,0.3771,0.0064,0.9862,0.1476,0.2482,focused
Mikayla - Sparks (Official Video).mp3,Mikayla - Sparks (Official Video),82.6875,5.6233,5.8023,0.6134,0.2082,0.0631,0.2809,0.5877,0.9659,romantic_passionate
Mike Casey - Faith (WPAA TV Session) [Official Video].mp3,Mike Casey - Faith (WPAA TV Session) [Official Video],89.10291290283203,4.4226,4.168,0.0061,0.921,0.0006,0.9989,0.0015,0.159,sad
Mike Posner - I Took A Pill In Ibiza (Seeb Remix) (Explicit).mp3,Mike Posner - I Took A Pill In Ibiza (Seeb Remix) (Explicit),139.67483520507812,5.7176,5.5888,0.7243,0.1668,0.3375,0.2625,0.6865,0.9585,romantic_passionate
Mike WiLL Made-It feat. Swae Lee - ROCKSTAR RAGING [Official Music Video].mp3,Mike WiLL Made-It feat. Swae Lee - ROCKSTAR RAGING [Official Music Video],94.82511138916016,5.4674,5.3403,0.615,0.1142,0.1909,0.1097,0.6539,0.9523,triumphant
Mike WiLL Made-It ft. NBA Youngboy & Chief Keef - ROOMS (Official Visualizer).mp3,Mike WiLL Made-It ft. NBA Youngboy & Chief Keef - ROOMS (Official Visualizer),103.359375,4.9564,4.9223,0.2454,0.4619,0.0547,0.6744,0.3078,0.8412,focused
Miley Cyrus - End of the World (Official Video).mp3,Miley Cyrus - End of the World (Official Video),84.03201293945312,6.451,5.5989,0.804,0.0657,0.2628,0.1854,0.6806,0.9342,hopeful
Miley Cyrus - Flowers (Official Video).mp3,Miley Cyrus - Flowers (Official Video),81.38533782958984,5.7793,6.2122,0.82,0.2876,0.0535,0.1797,0.5733,0.9288,romantic_passionate
Miley Cyrus - We Can't Stop (Lyrics).mp3,Miley Cyrus - We Can't Stop (Lyrics),109.95677947998048,5.8544,5.5378,0.7189,0.39,0.2444,0.2058,0.7525,0.9021,triumphant
Miley Cyrus - Wrecking Ball (Lyrics).mp3,Miley Cyrus - Wrecking Ball (Lyrics),82.6875,5.3324,5.1916,0.595,0.5292,0.1015,0.4361,0.3699,0.8154,romantic_passionate
Milky Chance - Stolen Dance (Official Video) [HD Version].mp3,Milky Chance - Stolen Dance (Official Video) [HD Version],78.30255889892578,5.3853,5.6251,0.3885,0.2401,0.0451,0.3806,0.4134,0.8968,triumphant
Mimi Webb - Ends In Y (Official Music Video).mp3,Mimi Webb - Ends In Y (Official Music Video),82.03125,6.3464,6.0537,0.778,0.1141,0.1342,0.0905,0.7329,0.9875,hopeful
Miranda Winters - ＂OTO Revised＂ (official music video).mp3,Miranda Winters - ＂OTO Revised＂ (official music video),55.42057800292969,4.2409,3.8977,0.045,0.8956,0.0169,0.9951,0.0002,0.0782,melancholic
Mitski - A Burning Hill (Official Video).mp3,Mitski - A Burning Hill (Official Video),94.82511138916016,3.9788,3.8027,0.1803,0.7345,0.1089,0.9359,0.0027,0.2919,melancholic
"Mitski - Because Dreaming Costs Money, My Dear (Official Video).mp3","Mitski - Because Dreaming Costs Money, My Dear (Official Video)",110.54478454589844,3.8384,3.6738,0.0139,0.9789,0.0517,0.9906,0.0002,0.1085,melancholic
Mitski - Class of 2013 (Official Video).mp3,Mitski - Class of 2013 (Official Video),115.48533630371094,3.8276,3.9427,0.1225,0.9669,0.0019,0.9079,0.0008,0.1403,melancholic
Mitski - Humpty (Official Video).mp3,Mitski - Humpty (Official Video),98.4375,4.1559,3.7997,0.0927,0.9612,0.0027,0.9076,0.0018,0.2474,melancholic
Mitski - I Want You (Official Video).mp3,Mitski - I Want You (Official Video),121.5992660522461,4.1266,4.1827,0.2493,0.9244,0.0004,0.785,0.0079,0.2375,sad
Mitski - Shame (Official Video).mp3,Mitski - Shame (Official Video),82.6875,3.9938,3.571,0.0933,0.7995,0.0171,0.9561,0.0059,0.1614,melancholic
Monoir & Osaka feat. Brianna - The Violin Song (Official Video).mp3,Monoir & Osaka feat. Brianna - The Violin Song (Official Video),82.6875,5.9847,5.6473,0.5552,0.0664,0.1776,0.1949,0.8049,0.9217,triumphant
Moon River #5.mp3,Moon River #5,88.34134674072266,5.1098,5.0057,0.0778,0.492,0.0037,0.9923,0.0275,0.1093,focused
Morgan Wallen - Love Somebody (Lyric Video).mp3,Morgan Wallen - Love Somebody (Lyric Video),84.03201293945312,6.2845,6.4436,0.8624,0.1306,0.0462,0.0536,0.1899,0.9955,hopeful
Morgan Wallen - Smile (Official Music Video).mp3,Morgan Wallen - Smile (Official Music Video),89.10291290283203,4.1876,3.8612,0.0659,0.7268,0.0893,0.941,0.045,0.2279,melancholic
Morgan Wallen - What I Want (feat. Tate McRae) (Lyric Video).mp3,Morgan Wallen - What I Want (feat. Tate McRae) (Lyric Video),80.12354278564453,5.496,5.8572,0.7556,0.579,0.0104,0.3661,0.381,0.7745,romantic_passionate
Mount Eerie - Ocean Roar (Official Music Video).mp3,Mount Eerie - Ocean Roar (Official Music Video),136.89984130859375,4.9001,4.7626,0.5569,0.1879,0.147,0.6618,0.0196,0.8895,focused
Mount Eerie - ＂The Place Lives＂ (Official Music Video).mp3,Mount Eerie - ＂The Place Lives＂ (Official Music Video),60.79963302612305,4.5573,3.8943,0.0955,0.1543,0.231,0.7646,0.0061,0.652,focused
Mr. VIK - Balkaton (Official Video).mp3,Mr. VIK - Balkaton (Official Video),106.5560531616211,5.9591,5.5951,0.6994,0.0453,0.1798,0.119,0.8792,0.98,triumphant
Mutual Benefit - Golden Wake.mp3,Mutual Benefit - Golden Wake,64.19837188720703,4.2662,4.2273,0.3316,0.5907,0.0075,0.9791,0.004,0.4414,sad
Mutual Benefit - ＂Advanced Falconry＂ (Official Video).mp3,Mutual Benefit - ＂Advanced Falconry＂ (Official Video),84.03201293945312,4.2822,4.3312,0.3017,0.8211,0.032,0.991,0.0008,0.2463,sad
My Ideal.mp3,My Ideal,77.13386535644531,3.711,3.5858,0.0004,0.9376,0.0046,0.9998,0.0001,0.0694,melancholic
Myles Smith - Stargazing (Lyric Video).mp3,Myles Smith - Stargazing (Lyric Video),85.42097473144531,5.5147,5.2666,0.7095,0.4294,0.0956,0.3932,0.3005,0.7612,romantic_passionate
MØ - Final Song (Official Video).mp3,MØ - Final Song (Official Video),144.55856323242188,5.5572,5.1295,0.147,0.336,0.324,0.5404,0.5985,0.8305,triumphant
Nature Boy.mp3,Nature Boy,107.666015625,4.728,4.6676,0.12,0.8327,0.0,0.9984,0.0033,0.113,sad
Ne-Yo - So Sick (Official Music Video).mp3,Ne-Yo - So Sick (Official Music Video),130.83465576171875,5.44,5.373,0.0786,0.6119,0.0011,0.5821,0.3117,0.9506,sad
Neko Case - Hell-On (Live on KEXP).mp3,Neko Case - Hell-On (Live on KEXP),109.95677947998048,4.1087,4.0137,0.1234,0.9585,0.0165,0.9116,0.0673,0.1848,sad
Nelly - Just A Dream (Official Music Video).mp3,Nelly - Just A Dream (Official Music Video),123.78368377685548,5.3664,4.8971,0.3192,0.1743,0.1924,0.1967,0.5634,0.9183,triumphant
Neon Memories.mp3,Neon Memories,136.89984130859375,4.203,3.8721,0.0102,0.6555,0.0187,0.9983,0.0356,0.8257,melancholic
New Fields.mp3,New Fields,121.5992660522461,4.3292,4.7092,0.0613,0.757,0.0002,0.9977,0.0195,0.9048,sad
Nicki Minaj - Starships (Explicit) (Official Video).mp3,Nicki Minaj - Starships (Explicit) (Official Video),86.1328125,5.6621,5.9772,0.5518,0.0858,0.5928,0.1781,0.7608,0.8848,triumphant
Night Shift.mp3,Night Shift,113.58173370361328,4.4495,4.1919,0.0018,0.8433,0.0001,0.9999,0.0123,0.9834,sad
Nightfall.mp3,Nightfall,75.99954223632812,3.481,3.5868,0.0047,0.8981,0.0017,0.9996,0.0002,0.1002,melancholic
No Doubt - Don't Speak (Official 4K Music Video).mp3,No Doubt - Don't Speak (Official 4K Music Video),104.40341186523438,5.3523,5.1871,0.5024,0.4262,0.3487,0.4272,0.4225,0.4878,romantic_passionate
Not Like Us.mp3,Not Like Us,138.73741149902344,4.3151,5.2358,0.6458,0.0692,0.4372,0.0888,0.892,0.9701,triumphant
Nujabes - Feather (feat. Cise Starr & Akin from CYNE) [Official Audio].mp3,Nujabes - Feather (feat. Cise Starr & Akin from CYNE) [Official Audio],124.52936553955078,5.4701,4.9077,0.5944,0.1654,0.1586,0.4402,0.7412,0.9415,triumphant
Numb (Official Music Video) [4K UPGRADE] – Linkin Park.mp3,Numb (Official Music Video) [4K UPGRADE] – Linkin Park,75.99954223632812,6.5046,4.8425,0.6185,0.1068,0.6677,0.0755,0.5692,0.9598,anxious
ONE OK ROCK： Wasted Nights [OFFICIAL  VIDEO].mp3,ONE OK ROCK： Wasted Nights [OFFICIAL  VIDEO],86.1328125,6.204,5.0066,0.5172,0.2769,0.4387,0.2539,0.5729,0.8305,triumphant
Observatory Mansions - Nicole Dollanganger (Official Video).mp3,Observatory Mansions - Nicole Dollanganger (Official Video),94.82511138916016,3.7697,3.2879,0.0347,0.8184,0.003,0.9948,0.0015,0.3048,melancholic
Odetta Hartman ＂Dreamcatchers＂ official music video.mp3,Odetta Hartman ＂Dreamcatchers＂ official music video,109.375,5.2114,4.7864,0.5164,0.3052,0.2876,0.2847,0.4629,0.565,romantic_passionate
Ofenbach - Overdrive feat. Norma Jean Martine (Official Music Video).mp3,Ofenbach - Overdrive feat. Norma Jean Martine (Official Music Video),87.59268951416016,5.6882,5.9107,0.5995,0.2426,0.454,0.2344,0.6936,0.8792,triumphant
Okkervil River - It Was My Season [OFFICIAL LYRIC VIDEO].mp3,Okkervil River - It Was My Season [OFFICIAL LYRIC VIDEO],93.1165542602539,4.9111,4.6893,0.5041,0.6686,0.104,0.5595,0.0391,0.4231,sad
Okkervil River - The Silver Gymnasium [OFFICIAL ARTWORK VIDEO].mp3,Okkervil River - The Silver Gymnasium [OFFICIAL ARTWORK VIDEO],117.4538345336914,4.458,4.331,0.3337,0.6606,0.0659,0.6307,0.0687,0.6298,sad
Olivia Dean - Man I Need.mp3,Olivia Dean - Man I Need,82.03125,5.7419,6.1955,0.7511,0.4582,0.0561,0.3599,0.1464,0.9217,romantic_passionate
Olivia Dean - Nice To Each Other (Official Lyric Video).mp3,Olivia Dean - Nice To Each Other (Official Lyric Video),90.6661148071289,5.7153,6.0819,0.8018,0.2053,0.0163,0.3435,0.1485,0.996,romantic_passionate
Olivia Dean - So Easy (To Fall In Love).mp3,Olivia Dean - So Easy (To Fall In Love),96.59754943847656,5.5869,5.6253,0.566,0.4946,0.0777,0.498,0.1432,0.8548,romantic_passionate
Olivia Rodrigo - deja vu (Official Video).mp3,Olivia Rodrigo - deja vu (Official Video),124.52936553955078,5.2809,4.864,0.5482,0.4624,0.0465,0.5372,0.1553,0.8065,romantic_passionate
Olivia Rodrigo - drivers license (Official Video).mp3,Olivia Rodrigo - drivers license (Official Video),100.34890747070312,4.8093,4.5057,0.3411,0.6268,0.0368,0.6722,0.082,0.7884,sad
Once When I Was Very Young.mp3,Once When I Was Very Young,87.59268951416016,3.7724,3.8668,0.0061,0.9825,0.014,0.9971,0.0002,0.014,melancholic
One Direction - Drag Me Down (Official Video).mp3,One Direction - Drag Me Down (Official Video),94.82511138916016,5.971,5.976,0.8018,0.3895,0.0968,0.2173,0.6727,0.9555,romantic_passionate
One Direction - Story of My Life (Lyrics).mp3,One Direction - Story of My Life (Lyrics),83.35433197021484,5.1827,4.9868,0.4775,0.6283,0.0131,0.6383,0.1765,0.5901,sad
One Hundred Ways.mp3,One Hundred Ways,144.55856323242188,4.435,4.1781,0.005,0.9192,0.0117,0.9992,0.0004,0.1015,sad
OneRepublic - Counting Stars.mp3,OneRepublic - Counting Stars,84.03201293945312,5.5643,5.6433,0.6768,0.3107,0.0938,0.2745,0.2483,0.8139,romantic_passionate
Owl City - Fireflies (Official Music Video).mp3,Owl City - Fireflies (Official Music Video),123.78368377685548,5.3051,5.1262,0.4187,0.2312,0.1113,0.3593,0.4685,0.9076,triumphant
P!nk - Just Give Me A Reason ft. Nate Ruess.mp3,P!nk - Just Give Me A Reason ft. Nate Ruess,130.83465576171875,5.1815,5.1615,0.6322,0.7615,0.0085,0.3248,0.357,0.7622,sad
P!nk - Just Give Me a Reason (Lyrics) ft. Nate Ruess.mp3,P!nk - Just Give Me a Reason (Lyrics) ft. Nate Ruess,130.83465576171875,5.2419,5.0195,0.6335,0.7613,0.0144,0.3093,0.3455,0.7583,sad
PJ Harvey - England.mp3,PJ Harvey - England,75.99954223632812,4.3542,4.5917,0.1551,0.8555,0.0339,0.6832,0.0643,0.1117,sad
Passenger ｜ Let Her Go (Official Video).mp3,Passenger ｜ Let Her Go (Official Video),103.359375,4.8799,5.0385,0.6577,0.8181,0.0175,0.5457,0.0261,0.6254,sad
"Pedro Capó, Farruko - Calma (Remix - Official Video).mp3","Pedro Capó, Farruko - Calma (Remix - Official Video)",87.59268951416016,5.8357,5.7145,0.8243,0.2935,0.0499,0.2458,0.6379,0.9008,romantic_passionate
Perfume Genius - 'Dark Parts'.mp3,Perfume Genius - 'Dark Parts',68.90625,4.0008,3.891,0.2517,0.8219,0.0564,0.8109,0.0013,0.2148,melancholic
Perfume Genius - Learning (Live).mp3,Perfume Genius - Learning (Live),83.35433197021484,3.9375,3.8544,0.0841,0.9589,0.1343,0.9663,0.0006,0.0764,melancholic
"Perfume Genius - Lookout, Lookout.mp3","Perfume Genius - Lookout, Lookout",116.1341323852539,3.8658,3.7973,0.1384,0.9175,0.0041,0.9317,0.0009,0.063,melancholic
Pharrell Williams - Happy (Official Music Video).mp3,Pharrell Williams - Happy (Official Music Video),109.95677947998048,6.1107,6.0874,0.8119,0.3143,0.0081,0.2137,0.6137,0.9556,hopeful
Pharrell Williams - Happy (Official Video).mp3,Pharrell Williams - Happy (Official Video),109.95677947998048,6.1249,6.2168,0.7953,0.3466,0.0096,0.2269,0.6407,0.9732,hopeful
"Pharrell Williams, Miley Cyrus - Doctor (Work It Out) (Official Video).mp3","Pharrell Williams, Miley Cyrus - Doctor (Work It Out) (Official Video)",82.6875,6.3893,6.5526,0.6462,0.0159,0.2184,0.0216,0.9552,0.993,party
Phil Collins - Another Day In Paradise (Official Music Video).mp3,Phil Collins - Another Day In Paradise (Official Music Video),140.625,4.9205,4.2931,0.4155,0.9569,0.0126,0.9286,0.0321,0.3459,sad
Pink Night Sky.mp3,Pink Night Sky,108.2297134399414,4.3965,4.5745,0.0121,0.7842,0.0019,0.9993,0.0087,0.9663,sad
PinkPantheress - Stateside + Zara Larsson (Official Video).mp3,PinkPantheress - Stateside + Zara Larsson (Official Video),84.7208023071289,5.8774,5.735,0.2754,0.042,0.1171,0.1301,0.7345,0.9935,triumphant
Post Malone - Congratulations (Official Music Video) ft. Quavo.mp3,Post Malone - Congratulations (Official Music Video) ft. Quavo,84.7208023071289,4.8129,5.0183,0.5687,0.3633,0.0722,0.271,0.6014,0.7935,triumphant
Post Malone - Goodbyes ft. Young Thug (Rated PG).mp3,Post Malone - Goodbyes ft. Young Thug (Rated PG),103.359375,4.8569,4.8757,0.3874,0.3188,0.1503,0.4305,0.4222,0.7995,focused
Post Malone - I Had Some Help (feat. Morgan Wallen) (Official Video).mp3,Post Malone - I Had Some Help (feat. Morgan Wallen) (Official Video),88.34134674072266,6.1894,6.1286,0.8299,0.0419,0.3074,0.1072,0.5523,0.9529,hopeful
Post Malone - rockstar (Official Music Video) ft. 21 Savage.mp3,Post Malone - rockstar (Official Music Video) ft. 21 Savage,110.54478454589844,4.108,4.736,0.2215,0.3886,0.1759,0.438,0.3953,0.8396,focused
Powfu - death bed (coffee for your head) (Official Video) ft. beabadoobee.mp3,Powfu - death bed (coffee for your head) (Official Video) ft. beabadoobee,99.38401794433594,4.9588,5.0956,0.3705,0.6038,0.0157,0.5854,0.3623,0.7334,sad
"Purple Disco Machine, ÁSDÍS - Beat Of Your Heart (Official Video).mp3","Purple Disco Machine, ÁSDÍS - Beat Of Your Heart (Official Video)",83.35433197021484,6.246,6.8894,0.6593,0.0789,0.1041,0.1066,0.7815,0.9635,party
Queen - We Will Rock You (Official Video).mp3,Queen - We Will Rock You (Official Video),112.3471450805664,5.2558,4.4064,0.3227,0.341,0.4867,0.3217,0.4724,0.27,anxious
Queen – Bohemian Rhapsody (Official Video Remastered).mp3,Queen – Bohemian Rhapsody (Official Video Remastered),98.4375,5.1008,4.6984,0.502,0.5838,0.2543,0.4985,0.2198,0.3166,sad
R. City - Locked Away (Official Video) ft. Adam Levine.mp3,R. City - Locked Away (Official Video) ft. Adam Levine,129.19921875,4.8842,5.1523,0.4168,0.4822,0.0244,0.3668,0.6086,0.8719,triumphant
"R3HAB, VIZE, JP Cooper - Jet Plane (Official Lyric Video).mp3","R3HAB, VIZE, JP Cooper - Jet Plane (Official Lyric Video)",84.7208023071289,6.0467,6.0915,0.609,0.1054,0.2114,0.1336,0.7833,0.9608,party
RAYE - WHERE IS MY HUSBAND! (Official Music Video).mp3,RAYE - WHERE IS MY HUSBAND! (Official Music Video),80.12354278564453,6.537,5.677,0.6325,0.0486,0.3536,0.0587,0.9253,0.9773,triumphant
ROSALÍA - Berghain (Official Video) feat. Björk & Yves Tumor.mp3,ROSALÍA - Berghain (Official Video) feat. Björk & Yves Tumor,87.59268951416016,5.5928,5.1188,0.4754,0.4479,0.125,0.4926,0.3737,0.6782,focused
ROSÉ & Bruno Mars - APT. (Official Music Video).mp3,ROSÉ & Bruno Mars - APT. (Official Music Video),102.33601379394533,6.9636,5.8805,0.9187,0.077,0.6388,0.0467,0.9491,0.9733,triumphant
Radiohead - Creep.mp3,Radiohead - Creep,126.82131958007812,5.3569,4.5966,0.2764,0.6577,0.4015,0.4811,0.093,0.284,sad
Ravyn Lenae - Love Me Not (Official Music Video).mp3,Ravyn Lenae - Love Me Not (Official Music Video),78.30255889892578,5.7894,5.2958,0.7938,0.3556,0.0521,0.2192,0.6794,0.9351,romantic_passionate
Raw Dawg - Love No More (Official Music Video).mp3,Raw Dawg - Love No More (Official Music Video),115.48533630371094,4.5903,4.7108,0.4203,0.6133,0.0169,0.7431,0.2036,0.6883,sad
Raw Dawg - Mona Lisa (Official Video).mp3,Raw Dawg - Mona Lisa (Official Video),93.96306610107422,5.2764,5.4325,0.7211,0.5933,0.0326,0.3389,0.8135,0.9347,triumphant
Ray Dalton - ALL WE GOT (Official Video).mp3,Ray Dalton - ALL WE GOT (Official Video),80.12354278564453,5.3638,4.8734,0.3254,0.2662,0.1421,0.4949,0.4582,0.7698,focused
Red Hot Chili Peppers - Scar Tissue [Official Music Video] [HD UPGRADE].mp3,Red Hot Chili Peppers - Scar Tissue [Official Music Video] [HD UPGRADE],123.046875,5.3513,5.6829,0.8149,0.298,0.5587,0.1109,0.4976,0.7019,romantic_passionate
Reflections.mp3,Reflections,68.90625,4.4915,4.0769,0.0077,0.92,0.0001,0.9991,0.0009,0.0404,sad
"Rema, Selena Gomez - Calm Down (Official Music Video).mp3","Rema, Selena Gomez - Calm Down (Official Music Video)",147.65625,5.6918,5.8895,0.5323,0.1111,0.0065,0.3123,0.3372,0.9904,romantic_passionate
Replay (Prequel) [Music Video] - Iyaz.mp3,Replay (Prequel) [Music Video] - Iyaz,125.28408813476562,5.3056,5.8041,0.556,0.307,0.0639,0.3342,0.6853,0.9275,triumphant
Richard Baratta - Pure Imagination.mp3,Richard Baratta - Pure Imagination,98.4375,4.4025,4.1506,0.0113,0.8782,0.0082,0.9993,0.0009,0.0524,sad
Rihanna - Diamonds.mp3,Rihanna - Diamonds,126.82131958007812,4.894,5.2155,0.3766,0.3492,0.0644,0.7085,0.2548,0.8162,focused
Rihanna - Rehab (Official Music Video) ft. Justin Timberlake.mp3,Rihanna - Rehab (Official Music Video) ft. Justin Timberlake,110.54478454589844,5.5584,5.3384,0.3542,0.3046,0.0583,0.3457,0.5571,0.8411,triumphant
Rihanna - Umbrella (Orange Version) (Official Music Video) ft. JAŸ-Z.mp3,Rihanna - Umbrella (Orange Version) (Official Music Video) ft. JAŸ-Z,120.18531799316406,6.4083,5.4008,0.7531,0.144,0.1979,0.0627,0.9117,0.983,triumphant
Riley Green - Worst Way (Official Video).mp3,Riley Green - Worst Way (Official Video),90.6661148071289,4.7735,4.6982,0.5068,0.8391,0.1032,0.3359,0.0511,0.7033,sad
